case,nu_prev,s,alpha,closed_form,independent_argmin,abs_error,objective_gap
71,0.9186554523021755,2.718519440959298,49.69332719504514,2.7118478636746053,2.711847852700958,1.0973647324163949e-08,0.0
72,-1.919969999130231,-4.537678797746194,0.6435681255886216,-2.003273164410961,-2.0032731610087002,3.4022606953953982e-09,8.881784197001252e-16
73,-2.700034234314977,3.505038820369,0.3764319269647118,-0.1202047832163888,-0.12020478760140811,4.3850193059968845e-09,1.4210854715202004e-14
74,-4.737340712767454,5.252817014113651,0.16784487650541216,-1.2400082982961325,-1.2400082974455526,8.505798287927746e-10,4.547473508864641e-13
75,-4.1808596674710525,-1.4232549561217223,0.3264205197509737,-4.110132006305727,-4.110132004066849,2.23887752781593e-09,1.7763568394002505e-14
76,3.3919331470507377,3.3371818975336254,0.39586710737270736,3.341580452848381,3.341580453048559,2.0017809632122407e-10,8.881784197001252e-16
77,6.321794431852716,5.330169236410908,140.28141787865192,5.330190953197842,5.330190953216321,1.8478552021861105e-11,0.0
78,-6.021182823440549,-1.4384577748936227,0.08224509153682667,-6.002054174635069,-6.002054174635069,0.0,0.0
79,0.39844725619553145,-5.52457839266331,7.628399709680297,-2.0862616189472925,-2.086261618126563,8.20729262329678e-10,0.0
80,-6.110420428309567,4.122357852305422,0.07472860886287909,-4.385840215308459,-4.385840231222171,1.591371212583681e-08,3.637978807091713e-12
81,-0.40870074004235946,1.6744352297870488,0.03181840237322637,-0.2728117616504526,-0.27281175995933993,1.6911126943242039e-09,1.7763568394002505e-15
82,5.019093590187071,6.033942493298024,1.6000929628057972,6.031315982555607,6.031315985502129,2.9465221373925488e-09,1.7763568394002505e-15
83,-7.898487148158434,3.834251135669648,1.1735653830847734,-3.8863724366064427,-3.886372436587684,1.8758772313276495e-11,1.8189894035458565e-12
84,-1.7610280675597991,-6.5968056377227295,0.06018994210800681,-1.771237517780557,-1.7712375177291175,5.143951931074753e-11,1.3322676295501878e-15
85,-6.625534441305755,7.346544063261739,17.549477183076128,3.563065321863127,3.56306532188232,1.9192647471300006e-11,0.0
86,0.7667116983226947,-5.124979883817149,107.37960453250555,-4.186896526464146,-4.1868965259303454,5.338005593102935e-10,4.440892098500626e-16
87,3.7364667983450968,5.290685934291577,0.009019665097424759,4.441684782585682,4.441684787322119,4.736437020369522e-09,1.7763568394002505e-15
88,-2.3391197723792487,-6.9044954444017,7.897231878601304,-2.8973321546920703,-2.897332151120628,3.5714422530475076e-09,4.440892098500626e-16
89,-0.4578084540565097,7.178852911461458,0.00689497541209894,1.8446242699228599,1.8446242595516147,1.0371245195983647e-08,0.0
90,3.1764183702590625,-4.1425373369580125,0.31563098277466006,1.0339957199282819,1.0339957202642887,3.360067779567544e-10,4.440892098500626e-16
91,7.357501617654604,-6.79428756811917,2.764848870860372,-1.0141243517390315,-1.0141243511382372,6.007943031960394e-10,0.0
92,2.848591668145497,-5.442336128836345,8.764883222585476,-2.140096245553107,-2.1400962438540105,1.6990964191165858e-09,2.220446049250313e-16
93,-5.1974118472370225,-2.4867125943186306,0.09226973910321747,-5.1902760818826925,-5.190276080178467,1.7042252054011442e-09,1.2079226507921703e-13
94,5.296499547026444,-1.0344813002531623,124.86455145966187,-1.0122379579243361,-1.0122379579243361,0.0,0.0
95,-5.675472722989577,1.6486566961017601,75.22143351699145,0.0666997064233173,0.06669970281081597,3.612501325855888e-09,0.0
96,0.06814877650829665,-0.8696929180475426,0.2088689127921963,-0.04973631419553334,-0.04973631419553334,0.0,0.0
97,-3.5849599842831736,-1.3237144021600429,0.023756434804735743,-3.579315968260573,-3.5793159665337697,1.7268031449191312e-09,1.7763568394002505e-13
98,0.16548749778334404,6.655208819126292,2.6719980060081174,6.380204171433459,6.380204171453328,1.98685512486918e-11,0.0
99,-4.239210229007076,6.253653230202971,3.0665164622969168,3.0923458623090565,3.0923458839413023,2.1632245772451597e-08,2.842170943040401e-14
100,2.597752459753906,2.2870522723031925,0.33502886001761367,2.3511940250034002,2.3511940250334784,3.007816218314474e-11,4.440892098500626e-16
101,4.344907718758449,1.8608876484665604,10.931862576777704,1.8738290328048501,1.8738290331137848,3.089346556350847e-10,0.0
102,7.152444351983698,-1.8731801059803317,0.3531429595701507,1.0915019265253658,1.0915019265435881,1.822231254777762e-11,0.0
103,3.152291321566434,-6.0083336553992375,0.048579244002911956,2.393359287437097,2.393359287764252,3.2715519182602293e-10,4.440892098500626e-16
104,4.822017347420276,2.1007517162748943,0.00798203733236465,4.196325490479383,4.196325489087796,1.3915872898451198e-09,0.0
