mu,sigma,T,alpha,euclidean_avg_gap,spmd_bound,interval_escapes,nu_final_min,nu_final_max,c0,c1,seed
-1.0,2.0,16000,1.2089303607739719e-05,8.903365985350144,3.9003013891617613,0,10.806579723878421,10.80658435024924,-13.0,11.0,260202884
