mu,sigma,T,c0,c1,m,kappa,kappa_gaussian_limit,var_z,nu_star,nu0,alpha_spmd,alpha_spmd_ideal,alpha_spmd_cap,spmd_precondition_holds,alpha_sgd,sgd_precondition_holds,spmd_avg_gap,sgd_avg_gap,spmd_bound,sgd_bound,empirical_ratio,predicted_bound_ratio,nu_spmd_min,nu_spmd_max,nu_star_minus_c0,seed
-1.0,2.0,16000,-13.0,11.0,2.7181957424613605,53.359414674812356,54.598150033144236,386.8621478926714,0.9999683302297971,11.0,1.2089303607739719e-05,2.3572563681877397e-05,1.2089303607739719e-05,False,6.424214038965614e-09,True,0.9918836485397441,9.000025675998652,3.9003013891617613,972887.8193295345,0.11020897986823618,8.315524203366185e-08,1.8600165794417134,10.45662800478816,13.999968330229796,260202888
