horizon,seed,objective,optimum,gap,alpha_t,eta_t,step_condition_margin_rho_1
2048,90229,-0.16864721365894933,-0.21800214960463773,0.049354935945688405,0.011048543456039804,0.044194173824159216,0.304417491090427
8192,90210,-0.19204364608559002,-0.21800214960463773,0.025958503519047715,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90211,-0.19211195306838932,-0.21800214960463773,0.02589019653624841,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90212,-0.19192697861453997,-0.21800214960463773,0.026075170990097762,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90213,-0.1920616239144927,-0.21800214960463773,0.025940525690145044,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90214,-0.1921992586702217,-0.21800214960463773,0.02580289093441604,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90215,-0.19189160554422832,-0.21800214960463773,0.026110544060409413,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90216,-0.19213752479124793,-0.21800214960463773,0.025864624813389803,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90217,-0.19203117382238669,-0.21800214960463773,0.02597097578225105,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90218,-0.19205721105449625,-0.21800214960463773,0.02594493855014149,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90219,-0.19218085275918717,-0.21800214960463773,0.025821296845450564,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90220,-0.1918424346840928,-0.21800214960463773,0.026159714920544946,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90221,-0.19203450949434756,-0.21800214960463773,0.02596764011029018,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90222,-0.19209743076627595,-0.21800214960463773,0.02590471883836179,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90223,-0.19201029143085013,-0.21800214960463773,0.025991858173787602,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90224,-0.19200631100795684,-0.21800214960463773,0.025995838596680892,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90225,-0.19202788762195858,-0.21800214960463773,0.02597426198267916,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90226,-0.19218270286244898,-0.21800214960463773,0.02581944674218875,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90227,-0.19197280325662902,-0.21800214960463773,0.026029346348008714,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90228,-0.19214901263846018,-0.21800214960463773,0.025853136966177553,0.005524271728019902,0.022097086912079608,0.3099417628184469
8192,90229,-0.19205471432609247,-0.21800214960463773,0.02594743527854526,0.005524271728019902,0.022097086912079608,0.3099417628184469
32768,90210,-0.20482457247494792,-0.21800214960463773,0.01317757712968981,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90211,-0.20484674919531468,-0.21800214960463773,0.01315540040932306,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90212,-0.20486947229071428,-0.21800214960463773,0.013132677313923452,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90213,-0.20482487085560372,-0.21800214960463773,0.013177278749034016,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90214,-0.20482489132921392,-0.21800214960463773,0.01317725827542382,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90215,-0.20481619972409323,-0.21800214960463773,0.0131859498805445,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90216,-0.20484187024940007,-0.21800214960463773,0.01316027935523767,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90217,-0.2048337745279297,-0.21800214960463773,0.013168375076708039,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90218,-0.2048364165551547,-0.21800214960463773,0.013165733049483042,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90219,-0.20487871271875813,-0.21800214960463773,0.013123436885879608,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90220,-0.20484241484078633,-0.21800214960463773,0.013159734763851405,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90221,-0.20486600904662544,-0.21800214960463773,0.013136140558012294,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90222,-0.20490348139122616,-0.21800214960463773,0.013098668213411574,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90223,-0.2048829514693984,-0.21800214960463773,0.013119198135239346,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90224,-0.20488931264038066,-0.21800214960463773,0.01311283696425708,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90225,-0.2048151335780968,-0.21800214960463773,0.013187016026540932,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90226,-0.20488148879465665,-0.21800214960463773,0.013120660809981088,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90227,-0.20482676857402335,-0.21800214960463773,0.013175381030614386,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90228,-0.20484297273817895,-0.21800214960463773,0.013159176866458788,0.002762135864009951,0.011048543456039804,0.3127038986824568
32768,90229,-0.20488820051350476,-0.21800214960463773,0.013113949091132976,0.002762135864009951,0.011048543456039804,0.3127038986824568
